ARHGAP21	cluster_3
PRKCSH	cluster_3
PCDHGA7	cluster_3
ERCC6	cluster_3
GID4	cluster_3
GABPB1	cluster_3
AP1S3	cluster_3
PRICKLE4	cluster_3
SFN	cluster_3
PM20D2	cluster_3
TOMM70A	cluster_3
AIDA	cluster_3
KCNK2	cluster_3
MUL1	cluster_3
C16orf88	cluster_3
FOXF1	cluster_3
TBC1D17	cluster_3
IFNB1	cluster_3
KCNQ5	cluster_3
C20orf26	cluster_3
VEGFC	cluster_3
BLZF1	cluster_3
FAM49A	cluster_3
ANGPTL2	cluster_3
SYNGR2	cluster_3
STON2	cluster_3
SLC22A5	cluster_3
CHGB	cluster_3
NPPB	cluster_3
ZNF534	cluster_3
TMEM107	cluster_3
KIF19	cluster_3
CYP4Z1	cluster_3
KRT6B	cluster_3
TULP4	cluster_3
NECAP2	cluster_3
CCDC135	cluster_3
TSHR	cluster_3
S100PBP	cluster_3
DNTTIP1	cluster_3
ATL3	cluster_3
PRRX2	cluster_3
MMP8	cluster_3
RAB5A	cluster_3
ZNF24	cluster_3
PTGDR2	cluster_3
SHOX	cluster_3
AKR1C3	cluster_3
OR2AG1	cluster_3
BAG3	cluster_3
ITFG3	cluster_3
DDB2	cluster_3
SEPT1	cluster_3
PANX3	cluster_3
CHKB-CPT1B	cluster_3
ENPP3	cluster_3
DCAF13	cluster_3
FER	cluster_3
OR2D3	cluster_3
MGA	cluster_3
RAI1	cluster_3
SSR2	cluster_3
FGL2	cluster_3
NEURL2	cluster_3
SCAF8	cluster_5
OR8B3	cluster_5
BOD1L1	cluster_5
ERICH1	cluster_5
ABHD12	cluster_5
GOSR2	cluster_5
NPHP3	cluster_5
UBE2L3	cluster_5
MED12L	cluster_5
ACHE	cluster_5
POTEJ	cluster_5
SLC30A6	cluster_5
C19orf21	cluster_5
DNAAF1	cluster_5
PCDH10	cluster_5
BZW1	cluster_5
NPPC	cluster_5
ADCK2	cluster_5
TSPAN31	cluster_5
FRYL	cluster_5
PELP1	cluster_5
RAB4A	cluster_5
DUSP23	cluster_5
CRISP1	cluster_5
ASIC1	cluster_5
PCDHA1	cluster_5
CXorf57	cluster_5
CEACAM7	cluster_5
