GO-LABEL	PROTEIN	GO-LABEL-TYPE
GO:0000049	83939	molecular_function
GO:0000049	55140	molecular_function
GO:0000049	57510	molecular_function
GO:0000049	7015	molecular_function
GO:0000049	54888	molecular_function
GO:0000049	9255	molecular_function
GO:0000049	4234	molecular_function
GO:0000049	1968	molecular_function
GO:0000049	440275	molecular_function
GO:0000049	6741	molecular_function
GO:0000049	1915	molecular_function
GO:0000287	170506	molecular_function
GO:0000287	11277	molecular_function
GO:0000287	3607	molecular_function
GO:0000287	25	molecular_function
GO:0000287	27	molecular_function
GO:0000287	10783	molecular_function
GO:0000287	2081	molecular_function
GO:0000287	9252	molecular_function
GO:0000287	4139	molecular_function
GO:0000287	6195	molecular_function
GO:0000287	6196	molecular_function
GO:0000287	6197	molecular_function
GO:0000287	51765	molecular_function
GO:0000287	120892	molecular_function
GO:0000287	11329	molecular_function
GO:0000287	55361	molecular_function
GO:0000287	6732	molecular_function
GO:0000287	6733	molecular_function
GO:0000287	54861	molecular_function
GO:0000287	150094	molecular_function
GO:0000287	23139	molecular_function
GO:0000287	108	molecular_function
GO:0000287	2669	molecular_function
GO:0000287	5236	molecular_function
GO:0000287	58484	molecular_function
GO:0000287	5238	molecular_function
GO:0000287	64121	molecular_function
GO:0000287	4217	molecular_function
GO:0000287	6788	molecular_function
GO:0000287	6789	molecular_function
GO:0000287	6794	molecular_function
GO:0000287	6300	molecular_function
GO:0000287	2729	molecular_function
GO:0000287	8877	molecular_function
GO:0000287	2237	molecular_function
GO:0000287	27330	molecular_function
GO:0000287	5315	molecular_function
GO:0000287	23235	molecular_function
GO:0000287	57026	molecular_function
GO:0000287	2770	molecular_function
GO:0000287	9943	molecular_function
GO:0000287	57048	molecular_function
GO:0000287	4830	molecular_function
GO:0000287	5347	molecular_function
GO:0000287	6885	molecular_function
GO:0000287	5359	molecular_function
GO:0000287	248	molecular_function
GO:0000287	250	molecular_function
GO:0000287	8444	molecular_function
GO:0000287	8445	molecular_function
GO:0000287	5901	molecular_function
GO:0000287	64781	molecular_function
GO:0000287	5911	molecular_function
GO:0000287	8986	molecular_function
GO:0000287	8476	molecular_function
GO:0000287	7465	molecular_function
GO:0000287	1326	molecular_function
GO:0000287	1854	molecular_function
GO:0000287	7486	molecular_function
GO:0000287	9024	molecular_function
GO:0000287	11076	molecular_function
GO:0000287	4436	molecular_function
GO:0000287	6996	molecular_function
GO:0000287	5464	molecular_function
GO:0000287	3418	molecular_function
GO:0000287	23387	molecular_function
GO:0000287	22880	molecular_function
GO:0000287	10595	molecular_function
GO:0000287	9064	molecular_function
GO:0000287	9578	molecular_function
GO:0000287	51567	molecular_function
GO:0000287	23413	molecular_function
GO:0000287	5494	molecular_function
GO:0000287	375	molecular_function
GO:0000287	5495	molecular_function
GO:0000287	6009	molecular_function
GO:0000287	81788	molecular_function
GO:0000287	22909	molecular_function
GO:0000287	2956	molecular_function
GO:0000287	9113	molecular_function
GO:0000287	11165	molecular_function
GO:0000287	5566	molecular_function
GO:0000287	5567	molecular_function
GO:0000287	51135	molecular_function
GO:0000287	152002	molecular_function
GO:0000287	22983	molecular_function
GO:0000287	11213	molecular_function
GO:0000287	2011	molecular_function
GO:0000287	6622	molecular_function
GO:0000287	84446	molecular_function
GO:0000287	23012	molecular_function
GO:0000287	2023	molecular_function
GO:0000287	5609	molecular_function
GO:0000287	283629	molecular_function
GO:0000287	7153	molecular_function
GO:0000287	51701	molecular_function
GO:0000287	23031	molecular_function
GO:0000287	65018	molecular_function
GO:0000400	641	molecular_function
GO:0000400	5889	molecular_function
GO:0000400	57697	molecular_function
GO:0000400	7528	molecular_function
GO:0000400	3146	molecular_function
GO:0000400	2956	molecular_function
GO:0000400	3148	molecular_function
GO:0000400	4436	molecular_function
GO:0000400	4221	molecular_function
GO:0000400	25	molecular_function
GO:0000400	7517	molecular_function
GO:0000400	7486	molecular_function
GO:0000976	6657	molecular_function
GO:0000976	6659	molecular_function
GO:0000976	6663	molecular_function
GO:0000976	170506	molecular_function
GO:0000976	6667	molecular_function
GO:0000976	3087	molecular_function
GO:0000976	2066	molecular_function
GO:0000976	1044	molecular_function
GO:0000976	3607	molecular_function
GO:0000976	1050	molecular_function
GO:0000976	9759	molecular_function
GO:0000976	79923	molecular_function
GO:0000976	2623	molecular_function
GO:0000976	2625	molecular_function
