ZXDC	cluster_0
OCM2	cluster_0
ZXDA	cluster_0
OCM	cluster_0
NMU	cluster_1
NMS	cluster_1
GPHB5	cluster_1
UTS2D	cluster_1
AMIGO3	cluster_1
ICOSLG	cluster_1
SCGB3A1	cluster_1
APLN	cluster_1
MMAB	cluster_1
TAS1R2	cluster_1
FBXO38	cluster_1
AGTRL1	cluster_1
UPK3A	cluster_1
C2orf7	cluster_1
KLF7	cluster_1
AMIGO1	cluster_1
NMUR1	cluster_1
UTS2R	cluster_1
NMUR2	cluster_1
AMIGO2	cluster_1
SCUBE2	cluster_1
ARTN	cluster_1
STAB1	cluster_1
CBLN3	cluster_1
UPK1B	cluster_1
UTS2	cluster_1
OR1G1	cluster_1
SPAG16	cluster_1
MARCO	cluster_1
SCUBE1	cluster_1
USE1	cluster_1
ICOS	cluster_1
EBP	cluster_1
SCGB1D2	cluster_1
UPK3B	cluster_1
GFRA3	cluster_1
SCGB2A2	cluster_1
BSCL2	cluster_1
SPAG17	cluster_1
IL17A	cluster_1
GSTA2	cluster_1
CBLN1	cluster_1
TMEM19	cluster_1
GSTA1	cluster_1
EBPL	cluster_1
C1QTNF5	cluster_1
MTRR	cluster_1
FLRT1	cluster_1
SPAG6	cluster_1
CBLN4	cluster_1
SCGB3A2	cluster_1
GPHA2	cluster_1
SCUBE3	cluster_1
CBLN2	cluster_1
FLRT2	cluster_1
LY86	cluster_2
CCDC155	cluster_2
S100A14	cluster_2
IL17RA	cluster_2
GFOD2	cluster_2
DBH	cluster_2
OBP2A	cluster_2
GIPR	cluster_2
CX3CL1	cluster_2
S100A16	cluster_2
SLC39A1	cluster_2
MYBPH	cluster_2
CXCL16	cluster_2
SCGB2A1	cluster_2
LTC4S	cluster_2
GIP	cluster_2
MFRP	cluster_2
ZNF397	cluster_2
MYBPC2	cluster_2
MGST1	cluster_2
RBMS2	cluster_2
UPK1A	cluster_2
DUX4	cluster_2
CXCR6	cluster_2
CHID1	cluster_2
MCCC1	cluster_2
ADH1C	cluster_2
GFOD1	cluster_2
UPK2	cluster_2
PLEKHM2	cluster_2
CX3CR1	cluster_2
CD180	cluster_2
CCDC87	cluster_2
TAS1R3	cluster_2
MCCC2	cluster_2
FAM69B	cluster_2
ADH1A	cluster_2
ZNF396	cluster_2
SCGB1D1	cluster_2
DUX4L9	cluster_2
IGLV5-45	cluster_3
TRPC5	cluster_3
NDUFV3	cluster_3
RIPK5	cluster_3
SND1	cluster_3
LITAF	cluster_3
C10orf97	cluster_3
EDNRA	cluster_3
BBS5	cluster_3
ZNF311	cluster_3
ATG7	cluster_3
ZNF593	cluster_3
PCGF1	cluster_3
FAM79A	cluster_3
ATP10D	cluster_3
DAK	cluster_3
PLEKHA3	cluster_3
CTSK	cluster_3
CBFB	cluster_3
MRPS5	cluster_3
HLA-B	cluster_3
LUC7L3	cluster_3
BARHL1	cluster_3
ZNF440	cluster_3
NDUFA7	cluster_3
CEP27	cluster_3
STXBP2	cluster_3
PVRL2	cluster_3
CCDC141	cluster_3
KIF13B	cluster_3
RIN1	cluster_3
LDOC1	cluster_3
TJP3	cluster_3
GABRA2	cluster_3
E4F1	cluster_3
KLHL12	cluster_3
LTB4R	cluster_3
CCDC33	cluster_3
NLRP1	cluster_3
KBTBD4	cluster_3
MAPK9	cluster_3
NEK9	cluster_3
MLL	cluster_3
BAAT	cluster_3
ARL6IP2	cluster_3
PROSC	cluster_3
HIST3H2A	cluster_3
UBE2W	cluster_3
PYY	cluster_3
WBP5	cluster_3
TNFRSF19	cluster_3
FBXO25	cluster_3
SYS1	cluster_3
SFTPA1B	cluster_3
RHAG	cluster_4
KRTAP4-12	cluster_4
NOTCH4	cluster_4
SMTN	cluster_4
AP4B1	cluster_4
SEC61G	cluster_4
FGD3	cluster_4
CRX	cluster_4
HIST2H3A	cluster_4
MOGS	cluster_4
MARCKS	cluster_4
ZNF212	cluster_4
CDC25B	cluster_4
PGM1	cluster_4
ULK1	cluster_4
MZB1	cluster_4
ITPKB	cluster_4
MRPS35	cluster_4
CINP	cluster_4
HDAC6	cluster_4
LAMA2	cluster_4
C6orf168	cluster_4
PDXDC1	cluster_4
IL1RN	cluster_4
MAFF	cluster_4
CHERP	cluster_4
NTSR1	cluster_4
NR3C2	cluster_4
C21orf2	cluster_4
CYB5B	cluster_4
FMNL2	cluster_4
PARVB	cluster_4
YY1AP1	cluster_4
FAM10A5	cluster_4
SLC16A7	cluster_4
CAMSAP1	cluster_4
CAMTA1	cluster_4
GATA5	cluster_4
ANKRD39	cluster_4
PRKCA	cluster_4
TARS	cluster_4
WBSCR18	cluster_4
PIR	cluster_4
ANAPC2	cluster_4
RAB2A	cluster_4
PDGFC	cluster_4
RENBP	cluster_4
CHMP4A	cluster_4
SPHKAP	cluster_4
IGLV3-25	cluster_4
MRPL19	cluster_4
EDARADD	cluster_4
GLI2	cluster_5
PHF17	cluster_5
DSN1	cluster_5
SMG1	cluster_5
SFRS5	cluster_5
TUBA3D	cluster_5
PCBP3	cluster_5
PLA2G4B	cluster_5
KLC4	cluster_5
MAML2	cluster_5
POLR1E	cluster_5
ZNF670	cluster_5
FERMT3	cluster_5
PAFAH1B3	cluster_5
AKAP3	cluster_5
ACPP	cluster_5
PDLIM4	cluster_5
ZFP36L2	cluster_5
NOSIP	cluster_5
ARFGEF1	cluster_5
SSX3	cluster_5
HEXIM2	cluster_5
OPCML	cluster_5
CPE	cluster_5
STUB1	cluster_5
PIK3C3	cluster_5
AKAP6	cluster_5
NMT2	cluster_5
SLC10A7	cluster_5
PKD2L1	cluster_5
LHX3	cluster_5
SLC7A7	cluster_5
IRGQ	cluster_5
PDE9A	cluster_5
DBF4	cluster_5
SHANK3	cluster_5
BLVRB	cluster_5
ACR	cluster_5
CIC	cluster_5
U2SURP	cluster_5
TP53INP1	cluster_5
C4BPA	cluster_5
TMPO	cluster_5
FBXL20	cluster_5
PARP10	cluster_5
CRKL	cluster_5
TRIB3	cluster_5
C19orf10	cluster_5
PRKAG3	cluster_5
SFTPB	cluster_5
ANXA13	cluster_5
RAB10	cluster_5
LY9	cluster_5
TTC3	cluster_5
DDX3X	cluster_5
SP7	cluster_5
GBP2	cluster_5
CPA5	cluster_5
TOB2	cluster_5
SC5DL	cluster_5
MYO15B	cluster_5
ERVWE1	cluster_5
FIBP	cluster_5
TPBG	cluster_5
MMP14	cluster_5
BEX2	cluster_5
KRTCAP2	cluster_5
TTC25	cluster_5
SMU1	cluster_5
B4GALT3	cluster_5
PPIAP22	cluster_5
VAPB	cluster_5
CCDC55	cluster_5
CCBP2	cluster_5
KIAA0664	cluster_5
CD244	cluster_5
EIF4G1	cluster_5
NEGR1	cluster_5
SEC63	cluster_5
HIST1H2BE	cluster_5
TBP	cluster_5
BMPER	cluster_5
DIABLO	cluster_5
FAM73A	cluster_5
KIAA0241	cluster_5
CPOX	cluster_5
RNF6	cluster_5
MDC1	cluster_5
KIF11	cluster_6
PCDH17	cluster_6
CCNA2	cluster_6
ALPP	cluster_6
PALM2	cluster_6
STX12	cluster_6
CYP2G1P	cluster_6
DIP2C	cluster_6
BCOR	cluster_6
REEP3	cluster_6
CD320	cluster_6
NAGPA	cluster_6
TNC	cluster_6
SYK	cluster_6
GABRA3	cluster_6
CDH12	cluster_6
DUS4L	cluster_6
LRP12	cluster_6
AP1S2	cluster_7
SLX1B	cluster_7
DTX3L	cluster_7
PLEKHO1	cluster_7
C8orf32	cluster_7
WDR62	cluster_7
IGSF9	cluster_7
EIF2B4	cluster_7
MAN2A2	cluster_7
NUTF2	cluster_7
PAX1	cluster_7
KCNQ5	cluster_7
KIAA1712	cluster_7
SSX2IP	cluster_7
BAMBI	cluster_7
MEOX1	cluster_7
CIB2	cluster_7
TINF2	cluster_7
PROS1	cluster_7
MSH4	cluster_7
SNAG1	cluster_7
COL11A2	cluster_7
KPNA5	cluster_7
NEB	cluster_7
ZDHHC3	cluster_7
OVOL1	cluster_7
MFSD10	cluster_7
EXOSC3	cluster_7
MLLT10	cluster_7
FANCM	cluster_7
IL3RA	cluster_7
SFTPA2B	cluster_7
KIF13A	cluster_7
NUDT18	cluster_7
DHH	cluster_7
SUV39H2	cluster_7
CHAD	cluster_7
TARSL2	cluster_7
SERGEF	cluster_7
MMP13	cluster_7
NFIB	cluster_7
RNF41	cluster_7
CLIC5	cluster_7
CPSF2	cluster_7
HIST1H1A	cluster_7
HECA	cluster_7
NKD1	cluster_7
ZNF334	cluster_7
SIAH1	cluster_7
LAIR1	cluster_7
FGFR3	cluster_7
INSRR	cluster_7
MMP1	cluster_7
SEZ6	cluster_7
LYN	cluster_7
KIAA1033	cluster_7
RAB11B	cluster_7
NDN	cluster_7
DDX5	cluster_7
CRYGC	cluster_7
IMMT	cluster_7
C8orf33	cluster_7
SPEF2	cluster_7
ISOC2	cluster_7
DHX16	cluster_8
GALK2	cluster_8
ZNF512B	cluster_8
PPID	cluster_8
DIAPH1	cluster_8
GSK3B	cluster_8
ATP1B1	cluster_8
CCND3	cluster_8
EEF1G	cluster_8
PTMS	cluster_8
APOM	cluster_8
POLD2	cluster_8
TFEC	cluster_8
NPY5R	cluster_8
PIN1L	cluster_8
NDUFA11	cluster_8
PCDHA11	cluster_8
PAPL	cluster_8
SLC5A5	cluster_8
BCAM	cluster_8
GRIP2	cluster_8
PER2	cluster_8
DBF4B	cluster_8
DLSTP	cluster_8
COPS4	cluster_8
DMD	cluster_8
DMPK	cluster_8
KHSRP	cluster_8
MYO18B	cluster_8
HOXB4	cluster_8
ATPBD3	cluster_8
MEF2C	cluster_8
ATP5D	cluster_8
DENND3	cluster_8
FCRL3	cluster_8
CTSD	cluster_8
