GLI2	cluster_5
PHF17	cluster_5
DSN1	cluster_5
SMG1	cluster_5
SFRS5	cluster_5
TUBA3D	cluster_5
PCBP3	cluster_5
PLA2G4B	cluster_5
KLC4	cluster_5
MAML2	cluster_5
POLR1E	cluster_5
ZNF670	cluster_5
FERMT3	cluster_5
PAFAH1B3	cluster_5
AKAP3	cluster_5
ACPP	cluster_5
PDLIM4	cluster_5
ZFP36L2	cluster_5
NOSIP	cluster_5
ARFGEF1	cluster_5
SSX3	cluster_5
HEXIM2	cluster_5
OPCML	cluster_5
CPE	cluster_5
STUB1	cluster_5
PIK3C3	cluster_5
AKAP6	cluster_5
NMT2	cluster_5
SLC10A7	cluster_5
PKD2L1	cluster_5
LHX3	cluster_5
SLC7A7	cluster_5
IRGQ	cluster_5
PDE9A	cluster_5
DBF4	cluster_5
SHANK3	cluster_5
BLVRB	cluster_5
ACR	cluster_5
CIC	cluster_5
U2SURP	cluster_5
TP53INP1	cluster_5
C4BPA	cluster_5
TMPO	cluster_5
FBXL20	cluster_5
PARP10	cluster_5
CRKL	cluster_5
TRIB3	cluster_5
C19orf10	cluster_5
PRKAG3	cluster_5
SFTPB	cluster_5
ANXA13	cluster_5
RAB10	cluster_5
LY9	cluster_5
TTC3	cluster_5
DDX3X	cluster_5
SP7	cluster_5
GBP2	cluster_5
CPA5	cluster_5
TOB2	cluster_5
SC5DL	cluster_5
MYO15B	cluster_5
ERVWE1	cluster_5
FIBP	cluster_5
TPBG	cluster_5
MMP14	cluster_5
BEX2	cluster_5
KRTCAP2	cluster_5
TTC25	cluster_5
SMU1	cluster_5
B4GALT3	cluster_5
PPIAP22	cluster_5
VAPB	cluster_5
CCDC55	cluster_5
CCBP2	cluster_5
KIAA0664	cluster_5
CD244	cluster_5
EIF4G1	cluster_5
NEGR1	cluster_5
SEC63	cluster_5
HIST1H2BE	cluster_5
TBP	cluster_5
BMPER	cluster_5
DIABLO	cluster_5
FAM73A	cluster_5
KIAA0241	cluster_5
CPOX	cluster_5
RNF6	cluster_5
MDC1	cluster_5
SPATA5	cluster_15
SMC3	cluster_15
POLR2D	cluster_15
PLXDC1	cluster_15
UTRN	cluster_15
MMP24	cluster_15
FBXO44	cluster_15
ZW10	cluster_15
IL11RA	cluster_15
TG	cluster_15
CRYL1	cluster_15
HSPA1L	cluster_15
TXNRD1	cluster_15
PGAM5	cluster_15
BAT4	cluster_15
ATP6V0E1	cluster_15
SOCS7	cluster_15
RP1	cluster_15
INS	cluster_15
RNH1	cluster_15
TGOLN2	cluster_15
DRD4	cluster_15
WDR48	cluster_15
