1	7058	0.4
2	2450	0.4
2	3427	0.4
2	3947	0.4
2	9602	0.4
3	2532	0.4
3	4298	0.4
4	10755	0.4
6	2037	0.4
6	2394	0.4
6	3056	0.4
6	4197	0.4
6	4971	0.4
6	5244	0.4
6	5313	0.4
6	6165	0.4
6	6245	0.4
6	7467	0.4
6	8932	0.4
6	9841	0.4
6	10749	0.4
6	11068	0.4
6	11294	0.4
6	12167	0.4
6	12188	0.4
7	4861	0.4
7	9760	0.4
8	3962	0.4
8	5714	0.4
8	11131	0.4
9	28	0.4
9	3554	0.4
9	10958	0.4
10	2660	0.4
10	3529	0.4
10	4157	0.4
10	6005	0.4
10	7543	0.4
11	4207	0.4
12	497	0.4
12	1332	0.4
12	2043	0.4
12	2512	0.4
12	3167	0.4
12	3329	0.4
12	3712	0.4
12	3863	0.4
12	4123	0.4
12	4248	0.4
12	5673	0.4
12	6032	0.4
12	7719	0.4
12	8670	0.4
12	10291	0.4
12	10858	0.4
12	11751	0.4
12	12220	0.4
12	12456	0.4
14	7455	0.4
15	707	0.4
15	769	0.4
15	1907	0.4
15	6854	0.4
15	7276	0.4
16	78	0.4
16	7262	0.4
16	9116	0.4
16	9518	0.4
16	9683	0.4
16	10415	0.4
16	10510	0.4
16	12066	0.4
18	326	0.4
18	392	0.4
18	457	0.4
18	828	0.4
18	1316	0.4
18	2962	0.4
18	3031	0.4
18	3077	0.4
18	3847	0.4
18	4162	0.4
18	5917	0.4
18	7965	0.4
18	8044	0.4
18	8728	0.4
18	10407	0.4
18	11613	0.4
18	12133	0.4
18	12209	0.4
18	12443	0.4
18	12500	0.4
19	1964	0.4
19	3023	0.4
19	6483	0.4
19	7007	0.4
19	8193	0.4
19	8333	0.4
19	8990	0.4
19	10250	0.4
19	12456	0.4
20	2490	0.4
20	6017	0.4
20	10442	0.4
20	10520	0.4
20	11567	0.4
20	12369	0.4
21	89	0.4
21	2503	0.4
21	2739	0.4
21	4651	0.4
21	5508	0.4
21	5697	0.4
21	6201	0.4
21	7498	0.4
21	7582	0.4
21	7635	0.4
21	8614	0.4
21	9117	0.4
21	10383	0.4
21	12094	0.4
21	12473	0.4
21	12492	0.4
22	2295	0.4
22	2712	0.4
22	8555	0.4
23	1352	0.4
23	1996	0.4
23	2025	0.4
23	2117	0.4
23	3590	0.4
23	4638	0.4
23	5078	0.4
23	5430	0.4
23	6843	0.4
23	7782	0.4
23	11131	0.4
23	12341	0.4
24	2503	0.4
24	3939	0.4
24	5508	0.4
24	5905	0.4
24	6234	0.4
24	6301	0.4
24	9663	0.4
26	1706	0.4
26	1809	0.4
26	2075	0.4
26	2580	0.4
26	2653	0.4
26	3132	0.4
26	3367	0.4
26	3505	0.4
26	3511	0.4
26	4515	0.4
26	4815	0.4
26	5089	0.4
26	5572	0.4
26	5946	0.4
26	6088	0.4
26	6662	0.4
26	7112	0.4
26	7124	0.4
26	7148	0.4
26	7464	0.4
26	7938	0.4
26	8035	0.4
26	8316	0.4
26	8429	0.4
26	8752	0.4
26	10050	0.4
26	10131	0.4
26	10139	0.4
26	10370	0.4
26	11552	0.4
26	11767	0.4
26	12391	0.4
26	12503	0.4
28	911	0.4
28	3670	0.4
28	5797	0.4
28	5818	0.4
28	6479	0.4
28	7281	0.4
28	7476	0.4
28	8804	0.4
28	8970	0.4
28	9065	0.4
28	9360	0.4
28	9847	0.4
28	11107	0.4
28	11371	0.4
29	197	0.4
29	357	0.4
29	1471	0.4
29	1809	0.4
29	3038	0.4
29	4109	0.4
29	5129	0.4
29	7647	0.4
29	7704	0.4
29	8093	0.4
29	8215	0.4
29	8812	0.4
29	9481	0.4
29	10688	0.4
29	11331	0.4
29	12163	0.4
30	425	0.4
30	736	0.4
30	1216	0.4
30	1272	0.4
30	1553	0.4
30	2285	0.4
30	2488	0.4
30	4109	0.4
30	5132	0.4
30	6069	0.4
30	6135	0.4
30	6349	0.4
30	6550	0.4
30	6887	0.4
30	7104	0.4
30	8541	0.4
30	8549	0.4
30	9208	0.4
30	9865	0.4
30	10033	0.4
30	10226	0.4
30	11010	0.4
30	11145	0.4
31	1444	0.4
31	1488	0.4
31	2640	0.4
31	3244	0.4
31	3623	0.4
31	5597	0.4
31	6111	0.4
31	7682	0.4
31	11203	0.4
31	11827	0.4
31	11891	0.4
31	12079	0.4
31	12089	0.4
31	12504	0.4
32	750	0.4
32	1065	0.4
32	1106	0.4
32	1511	0.4
32	3055	0.4
32	3315	0.4
32	4518	0.4
32	4678	0.4
32	4811	0.4
32	6134	0.4
32	6443	0.4
32	6609	0.4
32	7030	0.4
32	8440	0.4
32	8496	0.4
32	9004	0.4
32	9114	0.4
32	9211	0.4
32	9636	0.4
32	9862	0.4
32	10053	0.4
